Tm_C,GC_percent
84.620,51.59
86.236,53.26
84.731,55.14
86.573,53.99
86.541,54.65
85.635,52.28
81.954,47.14
83.595,47.46
77.778,40.56
82.001,44.19
85.738,52.25
84.206,54.50
84.542,49.51
85.106,50.68
85.568,51.90
83.727,48.09
83.630,48.65
82.307,48.84
84.200,49.08
85.188,52.36
84.119,49.91
82.246,45.78
85.183,50.93
82.710,46.67
85.726,52.53
84.813,49.84
84.984,50.18
81.713,45.01
79.790,43.84
83.912,50.23
82.737,47.97
85.137,53.65
85.629,52.22
84.610,50.72
84.405,51.79
84.256,51.82
78.755,47.86
84.770,49.70
85.403,53.79
81.650,50.00
83.979,49.80
84.999,53.67
84.981,52.06
83.735,50.13
84.266,52.61
84.074,49.81
81.760,46.35
84.026,51.08
81.708,47.45
83.593,54.17
84.406,51.58
84.847,51.00
83.311,49.85
82.613,49.10
85.876,53.16
82.428,48.18
85.504,52.97
84.849,51.27
85.471,55.45
83.082,47.86
80.590,41.72
79.731,44.62
86.128,53.16
85.381,50.73
83.836,49.68
84.967,53.33
83.483,51.04
83.981,51.11
85.828,55.30
83.361,47.30
83.939,48.46
83.535,52.97
86.513,55.50
81.736,49.25
86.899,54.58
86.777,56.34
87.318,55.54
86.443,54.15
82.411,50.23
85.755,52.76
84.290,51.36
84.172,49.61
86.224,52.80
86.576,54.22
85.657,53.55
85.470,52.90
81.870,51.19
84.687,51.13
85.592,51.86
86.956,54.44
85.781,55.96
86.570,54.89
86.908,54.88
77.965,41.67
86.918,54.93
86.564,54.45
86.615,54.95
85.038,51.37
85.809,52.64
85.672,52.83
84.949,51.33
84.226,49.10
86.548,54.08
86.456,54.09
83.376,47.49
86.690,54.51
84.594,52.10
85.124,53.06
86.048,54.63
87.568,57.36
87.456,55.66
84.526,50.80
86.376,53.15
85.035,51.57
85.047,53.23
85.868,53.01
84.949,49.86
86.336,53.30
87.734,56.91
86.456,54.86
83.856,49.69
87.934,56.89
81.900,48.68
87.069,54.78
84.541,54.85
83.723,47.78
87.050,56.16
86.751,55.70
85.225,52.43
86.304,53.45
87.112,54.96
85.974,52.09
86.848,54.14
82.466,48.75
82.577,46.50
88.549,59.28
85.201,50.86
86.965,54.85
86.482,54.81
86.339,54.27
84.652,53.21
86.885,54.71
82.547,45.77
83.502,47.03
83.907,47.45
85.493,50.90
86.959,54.95
85.860,52.39
86.865,54.41
86.394,53.18
86.534,54.26
84.402,50.34
85.006,50.31
87.205,55.63
84.044,49.81
86.451,54.22
85.491,52.59
85.066,50.77
84.900,52.15
77.557,32.68
86.892,54.58
84.195,50.79
86.973,56.05
88.196,58.36
86.153,53.78
87.041,55.86
86.273,53.38
84.634,50.33
87.154,56.58
86.443,54.69
87.599,56.65
87.038,55.77
86.343,53.78
86.205,56.25
82.180,45.27
82.642,49.44
86.571,54.35
86.265,54.04
86.176,53.45
86.812,55.90
86.387,53.51
85.815,53.77
80.774,44.81
83.753,50.56
86.906,56.30
88.496,58.30
83.489,52.03
84.817,51.05
84.925,51.79
87.302,55.96
85.343,51.43
81.987,46.03
83.078,45.89
86.083,53.94
84.928,50.85
83.737,52.33
82.396,49.21
86.495,55.50
87.192,55.58
85.462,54.80
88.090,57.54
85.500,54.14
86.248,54.79
88.459,58.17
87.295,57.44
89.063,60.34
87.696,59.14
87.166,56.56
86.918,55.04
86.971,56.63
86.442,53.59
88.135,58.41
88.917,60.55
88.618,60.00
87.180,56.38
86.067,55.72
81.121,41.77
83.803,49.58
80.389,43.62
84.979,50.18
86.732,54.34
82.293,48.52
84.402,49.48
81.019,43.89
79.983,42.75
86.349,53.78
87.806,56.47
88.569,59.27
79.717,37.15
78.555,34.33
83.688,47.39
87.003,55.28
86.453,53.67
82.415,47.62
83.236,48.51
85.499,51.36
88.179,58.96
86.966,54.63
86.520,54.69
86.462,53.81
83.493,50.00
86.529,54.03
84.585,51.88
78.917,35.66
82.366,45.50
79.766,39.36
84.485,49.37
85.359,50.73
85.760,52.68
85.447,51.35
84.409,50.91
87.406,57.53
85.659,52.35
83.860,48.38
82.235,45.14
79.115,39.53
80.480,42.94
82.684,46.25
77.133,32.95
82.319,48.39
86.481,54.06
86.381,52.92
81.353,42.39
80.780,40.73
86.689,54.32
84.389,48.71
86.656,54.06
83.363,47.76
85.507,51.95
85.988,53.06
87.199,55.63
86.415,53.28
85.589,52.60
87.363,56.56
86.688,54.24
85.592,51.75
85.895,52.05
86.661,54.56
87.334,55.43
87.373,55.44
80.202,46.03
84.626,49.17
81.030,47.92
86.048,52.56
80.669,53.70
82.968,45.36
87.360,56.42
87.172,56.00
88.308,58.91
87.150,55.88
85.592,51.49
85.195,50.47
84.631,51.22
83.790,47.63
81.404,42.65
82.826,46.86
85.333,51.21
84.405,49.93
84.567,50.89
84.474,51.47
86.885,54.33
87.545,57.73
85.570,52.10
84.537,50.21
80.615,43.99
81.942,49.30
77.708,38.97
87.292,55.41
86.953,55.59
82.057,47.33
83.446,46.89
80.208,41.10
79.710,40.94
86.782,54.50
84.936,50.11
82.057,43.50
83.792,47.15
86.494,54.06
84.323,48.77
83.414,47.15
86.208,52.78
85.908,52.55
85.533,53.80
85.628,52.57
86.747,54.46
86.940,54.59
84.019,48.85
83.593,47.28
85.077,50.66
81.672,45.99
86.866,54.65
85.164,50.69
85.099,50.69
87.579,56.21
87.478,56.25
85.335,52.55
88.943,59.03
76.484,31.82
85.906,52.68
84.049,51.24
86.483,53.50
85.865,52.57
84.810,51.36
81.795,49.05
83.710,50.41
78.886,36.94
85.409,50.37
87.072,55.07
86.193,54.05
87.088,55.50
85.879,54.64
85.876,53.16
87.512,56.76
84.483,51.28
83.210,51.19
83.743,49.77
86.303,53.27
87.728,56.98
85.765,52.60
83.104,46.02
85.621,52.14
86.600,54.30
79.249,36.88
85.226,51.34
86.341,53.87
84.741,50.05
78.788,35.24
79.483,37.01
76.809,30.67
76.571,30.79
77.043,31.25
83.372,47.12
84.016,48.09
83.427,46.74
86.476,53.91
85.190,52.92
86.186,53.95
77.477,40.48
83.849,53.16
83.441,47.68
86.308,53.56
85.850,54.68
85.334,52.60
85.626,53.12
87.346,57.04
86.185,53.82
83.464,47.27
85.635,53.24
86.156,52.82
83.858,48.88
84.291,53.26
86.703,53.96
86.713,55.71
87.872,56.82
84.740,50.29
86.574,54.23
86.977,55.03
86.684,54.09
85.843,51.79
84.749,49.60
83.858,47.63
83.713,51.11
85.731,53.01
85.404,54.40
84.611,51.42
82.198,50.51
85.704,55.56
84.435,51.97
86.877,58.33
88.438,58.48
86.280,54.35
78.058,37.99
76.634,36.04
79.324,39.22
83.655,47.50
83.616,47.11
80.092,39.90
78.704,35.23
80.432,39.23
82.126,42.60
77.743,34.82
84.594,49.02
81.617,43.46
76.809,33.33
80.227,40.63
79.529,37.47
77.230,35.20
82.588,44.37
81.186,40.53
75.386,30.23
82.467,48.33
80.360,42.06
78.820,36.82
78.255,36.18
79.780,37.36
78.075,35.75
78.224,36.47
76.642,33.06
75.131,28.54
78.193,34.01
77.751,33.46
78.193,38.52
77.409,33.03
75.654,28.75
76.758,31.67
75.773,31.75
74.923,31.96
80.059,41.40
81.162,41.10
79.044,36.51
80.289,52.78
80.456,45.89
84.315,49.13
83.249,46.76
80.454,43.54
85.964,52.70
80.134,41.81
81.292,45.06
84.860,52.32
86.909,54.61
86.241,53.23
87.063,55.30
87.938,57.29
87.553,58.04
78.661,35.05
76.294,33.02
77.848,34.99
78.412,35.47
82.165,47.77
87.561,56.25
82.516,59.60
75.167,43.33
87.443,56.37
85.197,52.81
83.710,50.41
84.167,51.72
83.353,48.67
85.854,52.21
86.321,53.21
81.847,43.18
85.990,52.68
85.832,52.07
85.288,52.02
86.153,52.83
83.301,48.72
82.482,46.86
84.934,55.17
86.650,54.40
85.170,50.99
81.408,42.77
84.746,50.43
84.068,50.88
87.166,54.99
86.718,54.75
86.667,54.59
86.409,53.63
81.340,51.77
85.655,55.66
86.496,53.67
87.564,56.48
70.660,36.00
85.242,50.78
83.512,46.71
85.802,52.38
85.551,52.08
85.375,52.13
85.403,52.91
86.489,53.89
84.817,51.05
77.418,31.22
71.441,28.15
85.317,52.07
85.693,52.84
87.288,56.45
86.747,55.00
85.205,51.10
82.221,43.77
83.717,47.43
84.527,48.52
82.207,44.94
86.510,53.61
86.179,53.10
85.843,55.00
86.943,54.95
86.042,53.47
86.318,53.31
84.597,51.12
85.142,52.87
84.296,54.17
84.673,50.25
84.435,51.97
83.858,48.88
86.865,54.44
83.787,49.77
84.242,50.76
87.177,55.99
86.178,53.03
84.853,49.77
85.554,51.26
82.719,47.38
85.524,51.39
86.059,53.31
85.816,52.86
85.688,52.47
84.906,50.45
84.525,49.02
84.101,49.21
83.962,48.45
82.865,48.67
85.239,50.69
80.031,53.54
86.720,54.22
82.688,49.62
86.658,54.84
87.594,56.24
88.718,59.16
87.855,57.83
86.526,53.86
83.443,51.06
80.711,42.22
86.486,53.46
86.450,53.67
85.903,52.53
83.852,51.21
78.380,49.02
85.060,50.48
78.480,40.64
84.529,49.37
85.989,53.01
85.691,52.17
86.505,54.00
86.188,53.46
86.587,54.76
86.556,55.26
86.743,54.73
86.221,53.32
85.990,52.96
85.886,52.40
85.900,53.44
86.392,53.61
85.484,51.54
86.131,52.78
86.840,54.89
86.341,53.67
85.734,53.04
87.147,55.97
85.964,52.02
84.894,53.89
82.895,51.96
86.495,54.67
86.821,55.79
86.316,54.07
86.889,55.93
88.320,57.88
83.813,47.95
83.526,47.58
85.660,52.37
77.028,32.93
76.999,31.45
76.453,33.67
84.917,50.68
85.272,53.21
85.190,51.38
87.087,55.01
85.204,52.17
84.940,51.53
86.203,53.57
85.146,51.44
86.563,54.67
87.486,56.81
87.458,55.75
86.382,54.41
86.128,53.94
86.191,53.08
85.375,52.12
86.925,56.44
84.951,49.91
81.078,45.56
86.237,55.23
85.244,51.74
86.292,54.28
84.062,50.10
85.634,51.67
85.607,52.85
87.990,57.73
87.207,55.16
86.186,53.15
86.669,55.77
86.149,52.96
85.065,52.20
83.578,48.67
84.632,50.94
81.230,45.93
83.989,48.23
83.441,47.85
81.504,41.65
82.853,45.55
85.989,52.03
85.079,51.82
85.160,52.66
86.222,53.20
87.684,56.74
86.631,54.57
86.317,53.40
86.446,53.45
84.018,48.95
82.058,43.53
83.021,45.50
81.243,42.03
82.758,44.73
86.008,52.67
86.508,53.51
84.021,48.52
83.903,48.17
86.177,53.22
86.055,53.47
86.956,55.63
87.139,56.08
85.689,52.80
84.275,50.00
84.885,50.63
85.825,54.79
86.860,55.31
79.004,36.24
80.966,40.98
81.101,47.03
80.344,44.44
86.834,55.27
85.306,52.36
86.945,55.59
87.215,54.97
85.820,53.00
82.858,45.36
84.791,49.46
85.631,52.10
87.152,55.42
84.119,50.56
82.962,45.23
83.583,50.79
86.843,55.52
87.305,55.95
86.921,54.83
85.108,51.25
84.528,49.63
85.931,53.95
85.714,52.44
85.341,52.30
86.789,54.59
85.109,51.65
84.012,49.90
85.447,51.94
86.338,54.00
84.967,50.61
84.019,48.81
85.642,52.73
84.070,49.50
83.358,48.75
82.057,47.33
81.007,43.12
85.622,52.74
87.267,56.18
86.705,54.27
84.990,50.95
81.562,47.50
81.806,43.86
80.300,40.00
84.770,51.85
86.286,53.94
85.909,52.48
84.785,51.60
87.799,57.78
85.541,51.95
87.955,56.98
81.942,49.30
88.741,58.54
73.643,28.27
78.939,40.14
85.133,52.05
84.051,51.89
86.814,54.87
88.636,58.57
85.632,52.41
87.506,55.89
86.420,54.30
85.502,52.91
86.534,54.26
85.897,53.70
87.211,55.08
83.361,50.16
86.319,52.96
86.754,55.18
85.824,55.85
85.907,53.17
85.082,50.17
87.434,55.58
85.455,51.56
86.136,53.43
86.541,54.91
87.564,56.48
87.121,55.99
85.782,52.11
86.244,53.47
85.495,51.48
85.402,52.34
83.411,49.72
85.252,51.14
84.979,49.86
85.234,51.52
83.330,46.55
84.447,49.38
82.438,44.55
86.197,53.33
85.564,54.69
84.840,51.65
84.639,51.98
85.170,51.77
85.033,52.41
81.987,46.17
86.276,52.54
86.822,53.86
80.925,42.79
86.974,55.29
88.061,58.63
83.776,54.23
87.327,56.88
87.562,57.86
87.315,55.54
83.684,49.27
85.852,53.23
87.288,56.15
87.873,58.48
83.460,48.05
82.252,48.35
85.821,53.62
85.259,53.52
86.801,54.61
87.457,56.26
88.214,58.14
87.425,55.97
85.265,53.38
84.718,50.11
85.542,51.37
87.223,55.71
86.156,52.79
80.076,37.77
86.396,54.42
87.687,56.03
87.222,55.45
86.264,54.49
86.151,53.17
81.465,43.50
81.290,46.59
86.773,54.14
87.028,55.73
79.220,42.34
85.245,56.08
84.460,53.55
81.200,45.79
80.594,43.88
84.862,51.79
83.138,47.51
85.211,52.62
83.933,49.61
82.469,45.83
76.260,36.56
79.495,40.54
80.127,45.45
80.711,44.11
87.131,57.45
85.933,55.16
86.549,56.09
87.888,59.91
86.396,59.65
85.272,55.02
86.110,57.39
87.833,58.76
87.543,56.22
88.431,58.43
87.241,55.73
86.744,56.75
87.952,57.69
87.153,56.01
87.205,58.66
87.112,58.10
87.230,57.40
85.489,56.91
87.420,56.02
86.020,56.01
87.380,58.28
88.788,59.06
87.603,56.59
88.645,59.38
86.736,55.93
86.761,57.08
87.635,56.97
84.380,50.45
84.930,50.66
81.908,44.64
79.679,44.12
84.160,49.91
85.531,51.13
80.255,46.45
82.823,50.41
79.937,40.22
81.940,49.75
83.208,46.88
85.890,53.26
82.338,45.86
84.047,50.74
85.199,51.55
84.299,49.05
85.496,52.12
83.153,50.55
86.570,54.07
85.587,51.45
87.093,60.91
86.365,54.93
87.763,57.99
86.828,54.27
83.508,49.39
84.665,49.32
85.229,50.97
86.853,55.02
85.707,51.98
86.203,53.75
77.595,32.01
85.033,52.41
85.308,51.66
87.219,55.12
84.515,52.30
85.200,52.22
87.086,55.35
79.062,42.38
85.443,53.29
78.317,34.56
86.132,53.37
82.538,49.79
85.714,52.44
86.313,53.39
87.053,55.56
86.002,52.85
74.756,28.61
84.225,49.44
84.519,51.80
83.911,50.98
87.579,55.90
87.464,58.10
84.606,53.90
82.792,44.68
83.823,51.23
84.874,52.26
87.451,56.22
87.451,56.00
77.886,32.95
87.053,55.03
83.062,49.52
87.745,56.56
86.057,52.75
86.053,54.50
87.507,57.59
87.672,57.26
87.649,56.50
84.603,52.34
85.128,52.09
86.228,53.27
84.243,49.57
86.785,54.14
87.329,55.83
86.909,54.48
86.891,55.23
82.063,47.83
86.113,52.57
86.589,55.23
87.918,57.78
86.592,54.82
85.372,52.34
87.208,56.16
87.378,56.51
87.854,57.07
88.181,57.51
85.467,55.15
88.751,60.34
87.280,58.45
88.305,60.04
89.548,61.57
88.954,61.09
89.075,61.13
88.188,58.75
89.598,61.78
89.678,63.25
89.114,62.69
89.496,62.26
89.581,62.31
86.611,54.57
88.312,59.19
84.157,50.68
81.805,46.13
85.640,51.32
87.501,57.00
84.992,50.10
86.593,54.41
85.709,53.21
84.940,49.88
86.703,54.41
80.855,41.08
86.249,52.80
84.635,49.94
86.112,52.95
83.351,46.17
86.411,55.08
86.745,54.28
85.799,52.20
84.235,49.44
85.087,50.25
81.502,47.62
79.398,41.39
76.846,34.68
75.394,35.06
84.091,47.89
85.612,51.65
84.150,47.72
84.725,49.59
81.698,42.04
85.794,53.82
86.741,54.24
83.590,50.44
85.889,52.46
84.574,49.13
82.996,47.59
85.564,51.71
82.686,48.98
86.397,53.43
85.925,55.93
82.598,45.06
85.999,53.06
84.246,50.09
81.995,54.76
79.832,47.62
84.696,53.46
85.672,53.75
84.986,50.44
85.233,54.17
83.281,48.99
85.960,53.61
87.531,56.11
85.590,52.15
83.925,47.53
87.553,55.75
86.332,53.97
86.375,53.94
85.666,53.66
86.246,53.51
87.995,57.40
84.649,51.73
86.949,55.01
87.675,56.44
86.091,53.42
82.751,48.87
86.393,53.71
87.272,55.87
86.095,53.33
81.577,48.99
86.474,53.89
83.334,48.83
87.155,54.95
86.998,56.15
78.927,38.31
84.757,50.79
83.135,46.97
80.985,43.36
84.055,49.30
86.053,53.01
86.952,54.80
83.400,51.09
82.733,48.48
85.703,52.93
84.724,50.53
85.748,52.39
86.149,53.00
83.596,50.98
85.403,53.55
87.229,56.99
87.704,57.54
86.834,55.90
81.320,46.01
84.834,52.78
83.973,51.75
83.518,52.63
83.718,49.56
81.692,43.91
82.129,45.83
85.508,51.70
86.493,55.24
86.591,55.56
85.778,52.09
85.650,53.09
86.993,55.59
86.164,53.77
86.372,56.69
84.947,49.74
86.841,55.74
79.114,36.42
85.255,52.61
79.267,43.00
85.050,50.37
85.916,53.83
86.406,53.40
87.206,54.84
84.026,51.46
82.884,50.40
85.535,55.56
84.631,51.22
84.887,50.47
87.256,55.62
87.926,57.77
85.463,51.81
84.991,50.65
87.087,55.31
85.366,52.90
86.734,54.47
83.285,49.10
84.257,50.75
86.532,53.53
86.305,53.20
86.944,54.92
86.202,53.69
86.237,52.65
84.662,52.45
83.584,49.13
86.124,53.53
80.552,50.37
82.557,47.22
86.120,54.06
84.195,49.83
83.684,49.45
77.469,31.58
85.483,51.84
83.732,49.88
84.061,50.00
79.681,37.43
87.274,55.15
85.634,54.28
87.069,55.16
86.779,54.86
86.461,54.11
86.410,53.56
86.788,55.00
83.582,46.41
85.028,54.13
86.302,54.05
79.276,39.42
83.435,50.15
83.520,48.93
85.151,52.28
80.607,39.56
82.250,44.44
84.331,50.98
84.238,49.15
84.560,49.88
79.301,40.45
80.072,38.50
79.466,37.85
80.118,38.11
80.904,39.52
84.829,48.87
85.257,50.23
86.065,51.96
86.496,52.93
85.091,50.02
85.656,57.32
83.897,48.01
82.475,44.35
81.571,42.96
81.459,43.12
82.930,46.73
84.880,51.73
84.292,50.60
82.211,44.49
84.468,48.35
83.859,49.34
85.118,52.58
84.630,49.94
86.240,53.27
86.612,54.35
88.095,57.70
85.939,53.58
80.369,39.71
83.004,48.35
87.324,56.10
85.359,53.46
85.492,52.63
83.167,47.94
84.958,49.25
86.549,54.20
82.338,44.48
79.115,35.42
84.638,54.31
86.977,55.99
86.202,53.39
85.772,52.20
86.698,54.50
83.936,48.53
87.084,55.27
82.427,52.73
82.032,43.65
82.284,43.81
85.584,55.26
81.616,41.71
85.136,50.48
84.895,49.45
77.061,35.44
77.949,33.04
86.430,54.23
82.292,50.49
87.650,56.25
79.438,38.49
86.657,54.05
85.687,51.91
83.475,47.10
85.482,51.81
85.785,51.66
84.161,50.30
84.874,50.95
86.807,56.48
84.668,51.69
85.242,51.75
82.324,44.77
82.530,45.43
85.662,52.72
82.292,49.37
87.050,55.62
86.939,57.73
84.761,52.13
85.856,53.54
86.600,53.96
84.557,50.66
81.993,51.85
86.451,54.10
86.763,55.43
87.086,56.02
86.479,54.74
87.137,55.48
86.657,54.41
85.544,52.64
79.427,41.67
87.828,56.90
87.433,56.66
88.040,57.63
85.268,51.01
80.894,48.81
87.085,55.10
86.998,54.75
84.853,54.21
86.362,55.56
86.889,56.17
85.897,53.10
83.457,48.73
86.561,55.22
86.725,54.39
84.734,49.59
84.830,50.91
84.328,49.78
83.949,51.54
75.073,29.13
78.548,34.87
82.999,44.75
81.494,42.35
85.506,51.19
86.449,53.65
87.528,56.54
84.367,51.26
85.550,53.33
86.759,58.05
86.257,54.83
86.219,53.68
87.478,57.01
85.323,53.02
85.574,52.72
81.579,44.78
81.388,45.03
85.776,52.92
77.861,34.96
80.790,39.31
79.911,37.39
79.436,36.60
72.582,27.18
76.198,33.33
79.904,43.72
87.671,57.76
86.758,58.49
85.800,52.66
83.230,49.70
81.124,47.76
85.204,52.17
92.265,69.15
82.599,50.68
83.328,50.33
87.383,56.88
86.276,53.98
85.028,54.13
83.645,47.13
83.060,45.99
83.808,47.07
86.582,54.71
89.224,64.71
87.290,57.02
84.022,54.05
86.880,56.58
89.096,61.13
89.266,62.30
85.811,56.44
86.082,55.56
88.085,60.77
85.584,57.58
87.824,57.12
87.765,58.69
88.056,60.09
87.394,58.50
82.515,50.00
88.582,58.60
86.723,57.01
88.173,58.92
79.994,47.17
85.868,51.98
81.560,44.44
83.981,51.11
83.907,50.36
77.702,31.40
84.354,53.48
84.793,51.79
87.817,58.10
82.354,44.48
86.937,56.68
86.562,60.56
83.584,49.13
76.329,35.71
82.865,48.67
80.261,43.92
87.719,57.58
84.974,54.74
82.360,48.55
76.890,37.20
85.844,54.62
86.117,53.60
82.890,44.30
82.702,49.45
81.612,44.52
85.105,50.77
84.151,47.91
83.514,47.05
